Event Name,Event Description,Event Image,Event Date,Event Time,Event End Date,Event End Time,Place,Street,City,State,Pincode,Event URL
Rollow Vision Unhinged!,"Rollow Vision Unhinged — the comedy show everyone talks about the next day. Raw. Unfiltered. 8PM sharp at Cactus Jack’s. ⚠️ WARNING: Not Responsible for Injuries Due to Laughter HYM Presents Rollow Vision Unhinged — a high-voltage, no-holds-barred night of stand-up that hits different. This isn’t safe comedy. This is the kind of show you leave saying, “Yo… I was NOT ready.” Hosted by Aziza Jokes Featuring: T.P. Lucas T.Dot Kingsby Shang Forbes Memphis Will Music by DJ Tiggs 4747 E. Elliot Rd — Phoenix 🕗 8:00 PM SHARP 🎟 $25 Advance through eventbright or $30 At The Door 🍸 Two-Drink Minimum Raw energy. Big personalities. Real laughs. Miss this one — and you’ll hear about it the next day. Memphis Will Shang Forbes T Dot Kingsby T P Lucas Hosted by Aziza Joke!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1178354874%2F2992540725892%2F1%2Foriginal.20260224-220559?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.511&fp-y=0.529&s=443778e279911e9f8390bad15eff4c0a,05/16/2026,08:00 PM,05/16/2026,10:00 PM,Cactus Jack's Bar & Grill,4747 East Elliot Road,5 Phoenix,AZ,85044,https://www.eventbrite.com/e/rollow-vision-unhinged-tickets-1983463499721
"Marketing Essentials 1 Day Workshop |Surprise, AZ","Get ready to level up your marketing game in just one day with our Marketing Essentials Training - you won't want to miss it! Gain a strong foundation in modern marketing with this practical 1-day program designed for managers, sales teams, customer service professionals, entrepreneurs, and anyone aiming to strengthen their marketing skills. Learn key strategies, tools, and frameworks to attract customers, improve brand visibility, and support business growth. Across the day, you will explore real-world examples, practical frameworks, and interactive exercises that help you understand how marketing works in everyday business situations. You’ll learn how customers make decisions, how businesses identify opportunities, and how different marketing tools can be aligned to deliver measurable results. By the end of the session, you will be equipped with practical techniques to strengthen customer engagement, build brand visibility, and support your organization’s long-term growth plans. By the end of this workshop, participants will be able to: 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171576352%2F2758570858651%2F1%2Foriginal.20251123-032037?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=576cdc9b3efa0145e7a2c574f915f8dd,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1 505 369 2908,Surprise,AZ,85374,https://www.eventbrite.com/e/marketing-essentials-1-day-workshop-surprise-az-tickets-1975996680263
"Only a Few Seats Left for ITIL 4 in Phoenix, AZ – Register Today","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices. The Foundation level is the entry level certification and offers you a general awareness of the key elements, concepts, and terminology used in the ITIL® service lifecycle, including the links between lifecycle stages, the processes used and their contribution to service management practices.Learners Ink ITIL® Foundation Exam Prep is designed and developed by the global panel of ITIL® Expert instructors to ensure that our participants pass the ITIL® Foundation exam on their first attempt. Our hands-on training helped many participants in transforming their careers. Our Lead Instructor focus on the key concepts, terminologies and elements included with ITIL® service lifecycle management. The training includes best practices from ITSM processes and Service Management, ITIL® lifecycle Phase Interactions & Outcomes. Service Design: Design Coordination, Service Catalog Management, Service Level Management, Availability Management, Capacity Management, IT Service Continuity Management, Information Security Management. Service Transition: Transition Planning & Support, Change Management, Service Asset & Configuration Management, Release & Deployment Management, Service Validation & Testing, Change Evaluation, Knowledge Management Service Operation: Event Management, Incident Management, Request Fulfilment, Problem Management, Access Management, and the functions of: IT Operations, Technical Management, Application Management, Service Desk Continual Service Improvement: Seven-Step Improvement Process ITIL 4 contains seven guiding principles that were adopted from the most recent ITIL Practitioner Exam, which covers organizational change management, communication, and measurement and metrics. These principles include: · Focus on value · Start where you are · Progress iteratively with feedback · Collaborate and promote visibility · Think and work holistically · Keep it simple and practical · Optimize and automate ITIL 4 focuses on company culture and integrating IT into the overall business structure. It encourages collaboration between IT and other departments, especially as other business units increasingly rely on technology to get work done. Courseware Approved by PEOPLECERT16 hours of instructor-led training (for Traditional classroom and Online Classroom Training) Industry-based case studies & real world-examples Chapter end quizzes & 2 simulation exams 100% Money Back Guarantee* Exam fee included (Exam fee not included for Online Self Learning) 24/7 support via email, online chat, telephone · Manage risk in line with business & service disruption or failure · Show value for money · Optimize customer experience · Enable business change · Aids continuous service improvement · Support business outcomes · The salary ranges from $81,040 to $111,053 per year There is no defined eligibility criterion for ITIL Foundation exam. In order to pass the exam, you will need to get 28 of the 40 questions right, or score a 70%. This means you can get up to 12 questions wrong and still pass. Exam will be conducted Online at your preferred time. We also conduct Onsite training for",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1172974328%2F352227447965%2F1%2Foriginal.20251215-120325?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=f071d992d2ef58197eaf41f4513952c1,Multiple dates,,,,19820 N 7th St,19820 North 7th Street,Phoenix,AZ,85024,https://www.eventbrite.com/e/only-a-few-seats-left-for-itil-4-in-phoenix-az-register-today-tickets-1977896550827
"Telephone Debt Collection 1 Day Workshop |Surprise, AZ","Get ready to master the art of phone persuasion and debt collection tactics in this interactive workshop - your bank account will thank you This Participants will learn The workshop focuses on This session is ideal for organisations looking to Debt Collection Officers By the end of this one-day workshop, participants will be able to: Follow a clear, step-by-step telephone debt collection call structure ☕ 🍽️ ☕ 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176984060%2F2758570858651%2F1%2Foriginal.20260208-082453?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.499&fp-y=0.419&s=df2b029ffb3ea257ef3e932f64a584a4,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1 505 369 2908,Surprise,AZ,85374,https://www.eventbrite.com/e/telephone-debt-collection-1-day-workshop-surprise-az-tickets-1982765318442
"Now Enrolling: ITIL 4 Foundation in Scottsdale, AZ","ITIL Foundation provides a foundational understanding of the ITIL framework for IT service management, offering guidance and best practices. The Foundation level is the entry level certification and offers you a general awareness of the key elements, concepts, and terminology used in the ITIL® service lifecycle, including the links between lifecycle stages, the processes used and their contribution to service management practices.Learners Ink ITIL® Foundation Exam Prep is designed and developed by the global panel of ITIL® Expert instructors to ensure that our participants pass the ITIL® Foundation exam on their first attempt. Our hands-on training helped many participants in transforming their careers. Our Lead Instructor focus on the key concepts, terminologies and elements included with ITIL® service lifecycle management. The training includes best practices from ITSM processes and Service Management, ITIL® lifecycle Phase Interactions & Outcomes. Service Design: Design Coordination, Service Catalog Management, Service Level Management, Availability Management, Capacity Management, IT Service Continuity Management, Information Security Management. Service Transition: Transition Planning & Support, Change Management, Service Asset & Configuration Management, Release & Deployment Management, Service Validation & Testing, Change Evaluation, Knowledge Management Service Operation: Event Management, Incident Management, Request Fulfilment, Problem Management, Access Management, and the functions of: IT Operations, Technical Management, Application Management, Service Desk Continual Service Improvement: Seven-Step Improvement Process ITIL 4 contains seven guiding principles that were adopted from the most recent ITIL Practitioner Exam, which covers organizational change management, communication, and measurement and metrics. These principles include: · Focus on value · Start where you are · Progress iteratively with feedback · Collaborate and promote visibility · Think and work holistically · Keep it simple and practical · Optimize and automate ITIL 4 focuses on company culture and integrating IT into the overall business structure. It encourages collaboration between IT and other departments, especially as other business units increasingly rely on technology to get work done. Courseware Approved by PEOPLECERT16 hours of instructor-led training (for Traditional classroom and Online Classroom Training) Industry-based case studies & real world-examples Chapter end quizzes & 2 simulation exams 100% Money Back Guarantee* Exam fee included (Exam fee not included for Online Self Learning) 24/7 support via email, online chat, telephone · Manage risk in line with business & service disruption or failure · Show value for money · Optimize customer experience · Enable business change · Aids continuous service improvement · Support business outcomes · The salary ranges from $81,040 to $111,053 per year There is no defined eligibility criterion for ITIL Foundation exam. In order to pass the exam, you will need to get 28 of the 40 questions right, or score a 70%. This means you can get up to 12 questions wrong and still pass. Exam will be conducted Online at your preferred time. We also conduct Onsite training for",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1173884130%2F352227447965%2F1%2Foriginal.20260103-051020?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=745023b889ef5b822e93e61ddd77184a,Multiple dates,,,,16427 N Scottsdale Rd,16427 North Scottsdale Road,Scottsdale,AZ,85254,https://www.eventbrite.com/e/now-enrolling-itil-4-foundation-in-scottsdale-az-tickets-1979574001126
"ESG Excellence for Business – 1 Day Training Session – Phoenix, AZ","Build practical ESG and sustainability skills to meet modern compliance needs, reduce risks, and create responsible, high-impact business Save Duration: 1 Full Day (8 Hours) This workshop provides a clear, practical introduction to ESG and sustainable business practices for modern organizations. Participants explore environmental responsibility, social impact, governance standards, risk reduction, and stakeholder expectations shaping today’s business landscape. The course emphasizes how companies can integrate ESG into operations, reporting, compliance, and long-term strategy. Through real-world examples, interactive discussions, and structured frameworks, attendees learn how to improve sustainability performance, strengthen ethical practices, and respond to growing regulatory, investor, and customer demands. By the end of the session, participants will be equipped with actionable steps to build responsible, future-ready business practices. • Understand ESG standards and their business relevance • Corporate leaders and managers This training equips professionals with the essential tools and frameworks required to meet growing ESG expectations across global markets. Participants learn how to strengthen compliance, build responsible operations, and enhance stakeholder trust. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171902092%2F2740397811611%2F1%2Foriginal.20251128-041956?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2e421a2e4f10692d7cc6fc4a18c1ac83,Multiple dates,,,,24th At Camelback,2375 East Camelback Road,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/esg-excellence-for-business-1-day-training-session-phoenix-az-tickets-1982659279276
GMG 2026 Arizona Rally,"Get ready for off-road thrills and epic adventures at the GMG 2026 Arizona Rally! Join us in person for an unforgettable experience at the GMG 2026 Arizona Rally. Connect with fellow enthusiasts, enjoy the stunning Arizona vibes, and dive into an event packed with excitement. Whether you're a local or just passing through, this is the place to be for some great times and new memories. Mark your calendar and come share the fun live and loud!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1177852608%2F2985387427881%2F1%2Foriginal.20260218-174407?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.506&fp-y=0.697&s=61f4cc0defe9e69c882aaa3169048b59,05/16/2026,,05/17/2026,10:00 AM,Arizona,7735 E Evans Rd,201 Scottsdale,AZ,85260,https://www.eventbrite.com/e/gmg-2026-arizona-rally-tickets-1983458637177
"Marketing Essentials 1 Day Workshop |Tempe, AZ","Get ready to level up your marketing game in just one day with our Marketing Essentials Training - you won't want to miss it! Gain a strong foundation in modern marketing with this practical 1-day program designed for managers, sales teams, customer service professionals, entrepreneurs, and anyone aiming to strengthen their marketing skills. Learn key strategies, tools, and frameworks to attract customers, improve brand visibility, and support business growth. Across the day, you will explore real-world examples, practical frameworks, and interactive exercises that help you understand how marketing works in everyday business situations. You’ll learn how customers make decisions, how businesses identify opportunities, and how different marketing tools can be aligned to deliver measurable results. By the end of the session, you will be equipped with practical techniques to strengthen customer engagement, build brand visibility, and support your organization’s long-term growth plans. By the end of this workshop, participants will be able to: 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171576352%2F2758570858651%2F1%2Foriginal.20251123-032037?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=576cdc9b3efa0145e7a2c574f915f8dd,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1 505 369 2908,Tempe,AZ,85282,https://www.eventbrite.com/e/marketing-essentials-1-day-workshop-tempe-az-tickets-1975261444152
"Marketing Essentials 1 Day Workshop |Phoenix, AZ","Get ready to level up your marketing game in just one day with our Marketing Essentials Training - you won't want to miss it! Gain a strong foundation in modern marketing with this practical 1-day program designed for managers, sales teams, customer service professionals, entrepreneurs, and anyone aiming to strengthen their marketing skills. Learn key strategies, tools, and frameworks to attract customers, improve brand visibility, and support business growth. Across the day, you will explore real-world examples, practical frameworks, and interactive exercises that help you understand how marketing works in everyday business situations. You’ll learn how customers make decisions, how businesses identify opportunities, and how different marketing tools can be aligned to deliver measurable results. By the end of the session, you will be equipped with practical techniques to strengthen customer engagement, build brand visibility, and support your organization’s long-term growth plans. By the end of this workshop, participants will be able to: 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171576352%2F2758570858651%2F1%2Foriginal.20251123-032037?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=576cdc9b3efa0145e7a2c574f915f8dd,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1 505 369 2908,Phoenix,AZ,85027,https://www.eventbrite.com/e/marketing-essentials-1-day-workshop-phoenix-az-tickets-1975257391029
"Backend Basics: PHP & MySQL 1-Day Training in Phoenix, AZ","Join this 1-day workshop to learn PHP and MySQL, and walk away building dynamic, user-driven web apps like a pro developer. Save Duration: 1 Full Day (8 Hours) The By the end of this course, you will: Web developers, programmers, IT students, and backend development enthusiasts. This course is designed to take you from basic backend knowledge to confidently developing dynamic, database-connected web applications. We combine strong foundational theory with practical assignments to help you learn by doing. Our trainers are industry professionals with real-world experience in full-stack development. You'll receive structured guidance, real-time feedback, and access to latest coding best practices. Whether you're aspiring to be a full-stack developer or want to improve your backend expertise, this course is the perfect stepping stone. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration We offer in-house training solutions that can be delivered at your location. You can also request",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1127821733%2F2740397811611%2F1%2Foriginal.20250918-052112?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=f89a1863f7da00f2d4f4efdf24e6ba66,Multiple dates,,,,"regus AZ, Phoenix - 24th and Camelback",2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/backend-basics-php-mysql-1-day-training-in-phoenix-az-tickets-1974965952328
"Google Tag Manager 101: Hands-On 1 Day Course in Phoenix, AZ","Take full control of your website tracking in just one day with Google Tag Manager. Ideal for marketers, analysts, and business owners! Save Duration: 1 Full Day (8 Hours) This intensive 1-day Google Tag Manager (GTM) course enables you to streamline your website tag management process without relying heavily on developers. You will learn how to set up and manage tags, triggers, and variables, track user behavior accurately, and deploy marketing and analytics scripts smoothly using GTM. The course emphasizes hands-on learning, empowering you to enhance analytics precision, improve marketing insights, and make real-time optimizations confidently. By the end of the course, you will: • Become confident in setting up and managing GTM containers • Be able to implement tracking tags and events independently • Understand the role of triggers, variables, and the data layer • Debug issues and validate tag performance in real time • Optimize tag deployments to support business goals effectively Marketing professionals, web developers, web designers, analysts, product managers, and business owners This course is ideal if you’re looking to take control of your website’s analytics and marketing scripts without technical bottlenecks. Our expert instructors simplify complex concepts to make GTM implementation approachable, even if you're not a developer. You’ll experience real-time demonstrations, hands-on practice, and receive practical tips based on real-world scenarios. With small class sizes and interactive sessions, we ensure you're fully supported on your learning journey. Whether you're a marketer or a web analyst, this course equips you with the confidence to make better data-driven decisions. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration We offer in-house training that can be tailored based on your team’s skill levels, tools, and business goals. Enhance collaboration and accelerate implementation by learning together in a private, focused environment—right where you need it.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176440163%2F2740397811611%2F1%2Foriginal.20260202-114608?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=326badf787942e5f4dcda40b45f23b33,Multiple dates,,,,"regus AZ, Phoenix - 24th and Camelback",2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/google-tag-manager-101-hands-on-1-day-course-in-phoenix-az-tickets-1973011232709
"Managing Performance 1 Day Workshop | Surprise, AZ","Get ready to boost your team's performance with a full day of interactive training - it's time to level up! A powerful 1-day workshop that equips managers with the skills to set effective goals, improve employee performance, manage difficult conversations, and foster a high-performing team culture. Perfect for managers, supervisors, and team leaders who want to boost productivity and strengthen team engagement. Effective performance management is one of the most powerful skills a manager can master. This highly practical Throughout the day, participants will learn By the end of this session, attendees will feel confident in handling performance challenges, engaging team members, and driving measurable results. By attending this session, you will learn how to: ✔ Set clear, aligned goals that connect individual work to team success 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171577035%2F2510240842121%2F1%2Foriginal.20251123-035646?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=bea78a94aea3c1d4bf452f78b01cc5e8,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1505 369 2908,Surprise,AZ,85374,https://www.eventbrite.com/e/managing-performance-1-day-workshop-surprise-az-tickets-1975458239773
"OSHA Compliance Essentials: 1 Day Course in Phoenix, AZ","Become a safety leader—identify risks, use PPE correctly, and manage incidents with confidence and OSHA compliance in mind. Save Duration: 1 Full Day (8 Hours) The Safety officers, HR managers, supervisors, and industrial workers. This course is designed for professionals responsible for maintaining workplace safety and ensuring regulatory compliance. It delivers practical strategies backed by OSHA guidelines and real-life examples, helping you proactively prevent injuries and reduce legal risk. With hands-on audits, reporting exercises, and emergency scenarios, you’ll gain the confidence to lead safety initiatives in your organization. Whether you're new to safety management or looking to update your skills, this course offers essential tools to safeguard your workforce and worksite. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration We offer",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176436343%2F2740397811611%2F1%2Foriginal.20260202-104207?w=600&auto=format%2Ccompress&q=75&sharp=10&s=d643d7593a24ac82d1c5ded9a718d0bc,Multiple dates,,,,"regus AZ, Phoenix - 24th and Camelback",2375 East Camelback Road Suite 600,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/osha-compliance-essentials-1-day-course-in-phoenix-az-tickets-1975378111106
Act Out! A Stand Up and Improv Comedy Show,Stand up featuring talented comedians followed by improv! UNFILTERED. Three years running! Produced in partnership with Lou Moon. Talented stand up comedians are followed by improv inspired from the sets. More info at and,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1176537863%2F673371614453%2F1%2Foriginal.20260203-073149?w=600&auto=format%2Ccompress&q=75&sharp=10&s=38adbe3590156ba24ec846f9a3e11fc5,Multiple dates,,,,The Bridge Improv Theater,1061 North Dobson Road,114 Mesa,AZ,85201,https://www.eventbrite.com/e/act-out-a-stand-up-and-improv-comedy-show-tickets-679831473237
Mimosas and Mom,"What better way to celebrate that special bond between you and your mom than with a fun, creative floral design experience and mimosas!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F917146273%2F19001281379%2F1%2Foriginal.20241213-191627?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.525291828794&fp-y=0.572957198444&s=2b96bfd11d56d8854457e52cf0456a6d,05/15/2026,03:00 PM,05/15/2026,05:00 PM,Cactus Flower Florists,10822 N Scottsdale Rd,Scottsdale,AZ,85254,https://www.eventbrite.com/e/mimosas-and-mom-tickets-1980572981102
Pasta Making With Chef Maricarmen at a Local Brewery - Pasta Making Cooking Class in Scottsdale | Classpop!™,"Tired of eating sad desk lunches and pretending instant noodles are “a vibe”? Join Had a great time she is a great teacher. The class was better than what we expected. Chef Maricarmen did an excellent job of instructing us. Chef Maricarmen's class was amazing! She is an excellent instructor. She provided clear instructions and used humor as well to make the class a joy. I can't wait to sign up for another one of her classes. Whether you’re in it for date night, a fun night out with friends or just here to finally learn how to cook something that’s not dry, this cooking class is the perfect fit! Book now! For additional information and dates visit",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1173791724%2F316402407909%2F1%2Foriginal.20260101-110443?w=600&auto=format%2Ccompress&q=75&sharp=10&s=cd18960cd1087144788e7e5bf743b01c,05/16/2026,01:00 PM,05/16/2026,03:00 PM,Bone Haus Brewing,14825 E Shea Blvd #101,Fountain Hills,AZ,85268,https://www.eventbrite.com/e/pasta-making-with-chef-maricarmen-at-a-local-brewery-pasta-making-cooking-class-in-scottsdale-tickets-1983229983267
"High-Impact Persuasive & Influencing Skills: 1 Day Course | Phoenix, AZ","Use psychology-backed persuasion techniques to engage minds, shift perspectives, and influence outcomes. Save Duration: 1 Full Day (8 Hours) Influence is one of the most powerful professional skills in today’s workplace. This course helps participants understand the psychology of persuasion, master interpersonal influence, and communicate ideas with clarity and conviction. Through practical frameworks, interactive role plays, and real-world examples, participants will learn how to By the end of this course, you will be able to: This course is designed for professionals who want to Want to If you aim to boost confidence in high-stakes conversations or drive buy-in across teams, this session delivers proven strategies that work immediately. Know a team or professional who could benefit from our workshops? Refer them and earn attractive royalties for every successful registration We offer",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1171902092%2F2740397811611%2F1%2Foriginal.20251128-041956?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=2e421a2e4f10692d7cc6fc4a18c1ac83,Multiple dates,,,,24th At Camelback,2375 East Camelback Road,Ph No +1 469 666 9332 Phoenix,AZ,85016,https://www.eventbrite.sg/e/high-impact-persuasive-influencing-skills-1-day-course-phoenix-az-tickets-1980072157124
"Power BI for Business Users 1 Day Workshop | Glendale, AZ","Get ready to level up your data skills in this interactive workshop designed to make Power BI your new best friend! Unlock the full potential of your business data with this intensive In this hands-on training, participants learn how to connect to multiple data sources, prepare and model data, create interactive reports, and publish dashboards using Whether you are new to Power BI or looking to enhance your reporting capabilities, this program helps you gain the skills needed for modern data-driven decision-making. This workshop is ideal for professionals involved in reporting, analytics, or data-driven decision-making, including: 🎓 All participants will receive a Want this course delivered at your workplace or for your team? We offer customized onsite and virtual sessions for companies.📩 Email us at",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1172396831%2F2510240842121%2F1%2Foriginal.20251205-170429?w=600&auto=format%2Ccompress&q=75&sharp=10&s=546fc16ddbb8eeba47903662b0be0570,Multiple dates,,,,For venue details reach us at info@learnerring.com,PH: +1505 369 2908,Glendale,AZ,85304,https://www.eventbrite.com/e/power-bi-for-business-users-1-day-workshop-glendale-az-tickets-1977160331776
Soulstice Natural Hair and Beauty Expo,"Experience a celebration of women, style, and self-care at the Soulstice Natural Hair and Beauty Expo. Whether you’re looking to refresh your look, learn something new, or simply enjoy a day dedicated to self-love, this expo is your space to shine. Come ready to be inspired, pampered, and empowered — because beauty is more than a routine, it’s an experience.",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1173128148%2F208026617878%2F1%2Foriginal.20251217-135519?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.5&fp-y=0.5&s=b7490e66d671b1d04c41afaa8430457e,10/10/2026,11:00 AM,10/10/2026,04:00 PM,Glendale Civic Center,5750 West Glenn Drive,Glendale,AZ,85301,https://www.eventbrite.com/e/soulstice-natural-hair-and-beauty-expo-tickets-1972102934966
Second Saturday - Vendor/Artist Event,"A monthly fun - filled event that focuses on providing community & opportunity for our local vendors & artists. Hey there! Ready for some fun? Second Saturday is the perfect chance to hang out in person, meet cool people, listen to new local music, find that perfect item from a local vendor and enjoy a laid-back community centric vibe. Whether you're looking to support, buy, eat, network, chill, chat, or just have a good time, this event's got you covered. Don't miss out—come by and make your Saturday a little more special!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1172370408%2F2716778898501%2F1%2Foriginal.20251205-060238?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.474&fp-y=0.453&s=84b47e534cd6dd9ebed7fb3cf86e305e,Multiple dates,,,,2321 E University Dr,2321 East University Drive,Phoenix,AZ,85034,https://www.eventbrite.com/e/second-saturday-vendorartist-event-tickets-1977012451462
"Confirmed PMP 4 Days Classroom Training in Peoria, AZ","Join our 4-day PMI® Authorized PMP Bootcamp by iCertGlobal. Get 35 contact hours, expert coaching, and pass your PMP exam fast! Ready to master project management and take your career to the next level? Join our 4-day PMP Certification Bootcamp, the ultimate fast-track program to becoming a Project Management Professional (PMP). This intensive PMP Training is designed to help you pass the PMI® exam confidently on your first attempt with expert-led instruction, official resources, and hands-on support. iCertGlobal provides trusted, high-quality learning experiences recognized worldwide making us a trusted partner for Project Management institute (PMI®). Our PMP Certification Training follows the latest PMBOK® Guide (7th Edition) and PMP Exam Content Outline, giving you complete alignment with current project management standards and practices. You’ll gain expertise in: At iCertGlobal, we go beyond basic training — we prepare you for guaranteed success. Our PMP Certification Bootcamp includes: · PMBOK® Guide (7th Edition) aligned curriculum · 35 Contact Hours/PDUs Certificate ( · 365 Days of E-Learning Access · Downloadable Courseware, Study Guides & Project Templates · 1-Day On-Demand Refresher Session (Online) · Post-Training Support via Email and Chat · Exam Preparation Guidance & Assistance · Pre-Training Assessment with Personalized Learning Plan · 2,000+ PMP Exam Simulation Questions & Mock Tests · 100% Pass Guarantee This PMP Training is ideal for: iCertGlobal is a globally recognized provider of PMP Training and Certification Programs, committed to empowering professionals through high-impact learning. Our expert instructors, robust study materials, and student-centric approach ensure you’re equipped to achieve your career goals and excel as a Project Management Professional. CAPM | Lean Six Sigma | CBAP | ITIL | Agile & Scrum | CTFL | CISA | CISSP | PRINCE2 | Professional Scrum Master",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1165228453%2F2958041386231%2F1%2Foriginal.20251029-094900?crop=focalpoint&fit=crop&w=600&auto=format%2Ccompress&q=75&sharp=10&fp-x=0.884&fp-y=0.738&s=26bfb0594c33f22cc652ade753f10fc4,Multiple dates,,,,1904 W Parkside Ln,1904 West Parkside Lane,Phoenix,AZ,85027,https://www.eventbrite.com/e/confirmed-pmp-4-days-classroom-training-in-peoria-az-tickets-1931849005379
Spare Change Sketch Comedy show,"null Can you spare some change for sketch? Once a quarter, come see your favorite NCT performers turn their comedy skills to the page, as they write, direct, and perform in hilarious sketch comedy!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F1173863472%2F304463903297%2F1%2Foriginal.20260102-210350?w=600&auto=format%2Ccompress&q=75&sharp=10&s=a866c567b96e42e50278a1f834dff9b5,05/17/2026,06:00 PM,05/17/2026,07:30 PM,Neighborhood Comedy Theatre,214 West Main Street,Mesa,,85201,https://www.eventbrite.com/e/spare-change-sketch-comedy-show-tickets-1979554480740
